sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
T88200 | M72000,FETAL MEMBRANES | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418602,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T91000 | M72000,PITUITARY GLAND | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418603,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T91100 | M72000,PITUITARY ANTERIOR LOBE | HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418604,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T93000 | M72000,ADRENAL GLAND | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418605,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T93020 | M72000,LEFT ADRENAL GLAND | HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418606,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T93100 | M72000,ADRENAL CORTEX NOS | HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418607,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T96000 | M72000,Kilpirauhanen / THYROID GLAND / THYROID GLAND NOS | Hyperplasia epithelialis / EPITHELIAL HYPERPLASIA / HYPERPLASIA / HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418608,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T97000 | M72000,PARATHYROID GLAND / PARATHYROID GLAND NOS | HYPERPLASIA / HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418609,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T97800 | M72000,ALL PARATHYROID GLANDS | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418610,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T98000 | M72000,THYMUS / THYMUS NOS | HYPERPLASIA / HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418611,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T99000 | M72000,ISLETS OF LANGERHANS | NESIDIOBLASTOSIS NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418612,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TX9001 | M72000,NERVE | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418613,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXX110 | M72000,SCLERA | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418614,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXX810 | M72000,EYELID | EPITHELIAL HYPERPLASIA / SQUAMOUS CELL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418615,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXX860 | M72000,CONJUNCTIVA / CONJUNCTIVA NOS | EPITHELIAL HYPERPLASIA / SQUAMOUS CELL HYPERPLASIA / HYPERPLASIA NOS / EPITHELIAL HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418616,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXX910 | M72000,LACRIMAL GLAND | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418617,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXY100 | M72000,EXTERNAL EAR | EPITHELIAL HYPERPLASIA / HYPERPLASIA / SQUAMOUS CELL HYPERPLASIA / HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418618,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXY150 | M72000,EAR LOBE | EPITHELIAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418619,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXY200 | M72000,EXTERNAL AUDITORY MEATUS | EPITHELIAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418620,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TXY300 | M72000,MIDDLE EAR | EPITHELIAL HYPERPLASIA / EPITHELIAL HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418621,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY0300 | M72000,CHEEK | EPITHELIAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418622,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY0600 | M72000,NECK | EPITHELIAL HYPERPLASIA / HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418623,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY1700 | M72000,PERINEUM | EPITHELIAL HYPERPLASIA / HYPERPLASIA / SQUAMOUS CELL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418624,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY4400 | M72000,PERITONEUM / PERITONEUM NOS | HYPERPLASIA / MESOTHELIAL HYPERPLASIA / HYPERPLASIA NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418625,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY4500 | M72000,PERITONEAL CAVITY | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418626,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY4600 | M72000,RETROPERITONEUM | MESOTHELIAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418627,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY8100 | M72000,AXILLA | HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418628,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
TY9800 | M72000,TOE | EPITHELIAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4296894,Hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418629,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T02000 | M72001,"SKIN NOS | HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418630,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T23000 | M72001,NASOPHARYNX | FOCAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418631,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T51000 | M72001,"MOUTH NOS | HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418632,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T51030 | M72001,MUCOUS MEMBRANE OF ORAL CAVITY | FOCAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418633,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T52000 | M72001,"LIP NOS | HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418634,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T52210 | M72001,"MUCOUS MEMBRANE OF LOWER LIP NOS | HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418635,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T53000 | M72001,"TONGUE / TONGUE NOS | FOCAL HYPERPLASIA / HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418636,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T54910 | M72001,"GUM NOS | HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418637,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T59000 | M72001,PANCREAS | NESIDIOBLASTOSIS FOCAL,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418638,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T62000 | M72001,"ESOPHAGUS NOS | HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418639,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63000 | M72001,"STOMACH NOS | HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418640,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63500 | M72001,GASTRIC CORPUS | FOCAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418641,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T66000 | M72001,APPENDIX | FOCAL HYPERPLASIA,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418642,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T84000 | M72001,"ENDOMETRIUM / ENDOMETRIUM NOS | FOCAL HYPERPLASIA / HYPERPLASIA, FOCAL",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4053809,Focal hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418643,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T46950 | M72030,"ADRENAL ARTERY NOS | HYPERPLASIA, NODULAR NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4263948,Nodular hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418644,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T56000 | M72030,"LIVER / LIVER NOS | HYPERPLASIA,NODULAR / HYPERPLASIA, NODULAR NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4263948,Nodular hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418645,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T77100 | M72030,"PROSTATE | HYPERPLASIA,NODULAR",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4263948,Nodular hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418646,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T93000 | M72030,"ADRENAL GLAND / ADRENAL GLAND NOS | HYPERPLASIA,NODULAR / HYPERPLASIA, NODULAR NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4263948,Nodular hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418647,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T93010 | M72030,"RIGHT ADRENAL GLAND | HYPERPLASIA, NODULAR NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4263948,Nodular hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418648,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T93100 | M72030,"ADRENAL CORTEX NOS | HYPERPLASIA, NODULAR NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4263948,Nodular hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418649,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T96000 | M72030,"THYROID GLAND / THYROID GLAND NOS | HYPERPLASIA,NODULAR / HYPERPLASIA, NODULAR NOS",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4263948,Nodular hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418650,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T97000 | M72030,"PARATHYROID GLAND | HYPERPLASIA,NODULAR",-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4263948,Nodular hyperplasia,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418651,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T02000 | M72040,SKIN | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418652,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T08000 | M72040,LYMPH NODE | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418653,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T50500 | M72040,INTESTINE | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418654,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T57000 | M72040,GALLBLADDER NOS | HYPERPLASTIC POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418655,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T62000 | M72040,ESOPHAGUS | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418656,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T6235 | M72040,Gastroesofageaalinen junktio | Polypus hyperplasticus,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418657,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T62350 | M72040,CARDIO-ESOPHAGEAL JUNCTION | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418658,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63000 | M72040,Mahalaukku / STOMACH / Ventrikkeli / STOMACH NOS | Polypus hyperplasticus / HYPERPLASTIC POLYP / REGENERATIVE POLYP / HYPERPLASTIC POLYP NOS / GASTRITIS POLYPOSA NOS / REGENERATIVE POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418659,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63300 | M72040,GASTRIC CARDIA / Kardia | HYPERPLASTIC POLYP / POLYPOUS GASTRITIS / REGENERATIVE POLYP / Polypus hyperplasticus / HYPERPLASTIC POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418660,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63400 | M72040,GASTRIC FUNDUS | HYPERPLASTIC POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418661,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63500 | M72040,GASTRIC CORPUS | HYPERPLASTIC POLYP / REGENERATIVE POLYP / HYPERPLASTIC POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418662,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63600 | M72040,Antrum ventriculi / GASTRIC ANTRUM / Mahan antrum / PYLORIC ANTRUM | Polypus hyperplasticus / HYPERPLASTIC POLYP / REGENERATIVE POLYP / HYPERPLASTIC POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418663,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T63700 | M72040,PYLORUS | HYPERPLASTIC POLYP / HYPERPLASTIC POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418664,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T64000 | M72040,SMALL INTESTINE | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418665,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T64300 | M72040,DUODENUM / DUODENUM NOS | HYPERPLASTIC POLYP / REGENERATIVE POLYP / HYPERPLASTIC POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418666,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T64400 | M72040,DUODENAL BULBUS | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418667,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T65200 | M72040,ILEUM | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418668,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T65300 | M72040,ILEOCECAL VALVE | HYPERPLASTIC POLYP,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418669,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
T66000 | M72040,APPENDIX / APPENDIX NOS | HYPERPLASTIC POLYP / HYPERPLASTIC POLYP NOS,-1,,0,UNCHECKED,UNREVIEWED,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,4265059,Hyperplastic polyp,Observation,MAPS_TO,,TYKS - based on only M-Snomed by Paula Kujala,1639008000000,,2001418670,SNOMED2fi Level 0,Condition,1970-01-01,2099-12-31,,,,,
